29667200333, 1
29833606136, 0
28983263193, 106
28413359651, 0
27507334056, 0
26763594293, 0
27035704521, 2
26076893973, 0
25869695713, 1
25869695793, 0
26446598286, 1
26199667200, 1
26406377071, 1
26199666950, 1
26380477331, 1
26380476011, 0
25816473533, 1
25814365504, 0
26261207162, 0
26052246962, 0
25542078013, 0
25539948484, 1
25539946384, 0
25542067253, 0
26118760886, 0
26118757896, 2
26034384252, 1
25993996735, 0
25873209312, 0
25312499004, 0
25644576470, 1
25824375052, 1
25919244596, 1
25919240416, 1
25824359132, 1
25316406403, 1
25824229792, 1
25312319654, 1
25824222302, 1
25644410090, 0
25919083606, 1
25644401760, 0
25312296824, 1
25316245183, 1
25316242983, 0
25824182712, 0
25644371220, 0
25919037996, 0
25316209743, 0
25312245834, 1
25316197303, 1
25944929675, 1
25312947233, 0
25587596432, 1
25292645700, 26
25446915451, 30
24912183873, 0
25420346452, 0
25388981862, 20
24551040814, 2
25148667726, 0
25020617515, 5
24857571751, 25
24457924419, 0
24805374345, 40
24651896665, 1
24586263036, 7
24459507092, 0
24470406161, 37
24523885905, 209
24441512451, 223
23981505810, 1
24182519246, 46
24092396521, 8
24158773555, 31
23861830910, 1
24131370146, 1
24049377062, 1
23861813920, 1
24131352516, 1
23861807400, 1
23789624849, 1
24074819521, 1
23528862404, 1
24048314292, 1
23860747410, 1
24073782481, 1
24073299931, 1
24072530091, 1
24072527081, 1
24072522961, 1
24072518691, 1
24155124975, 1
24155121575, 1
24072509731, 1
24047020432, 1
23522498513, 336
23754690789, 3
23966161712, 1
23966160422, 1
23446073814, 1
24074297405, 1
23447507883, 0
24048205606, 0
23706474959, 0
24074290685, 0
23706471979, 0
23706470239, 0
24074287175, 0
23778615730, 0
23991690471, 0
23706455889, 0
23778601340, 0
23447448053, 0
24048147846, 0
24019405936, 15
23346736133, 1
23345310734, 3
23677851400, 2
23677008790, 1
23344463404, 2
23890158441, 2
23970080055, 2
23343272183, 2
23341839954, 2
23332726153, 64
23850736592, 0
23663346160, 0
23836090891, 1
23266113364, 0
23785972172, 0
23266111274, 0
23894309425, 0
23868198536, 0
23850817526, 27
23509443669, 26
23851007966, 21
23766731122, 50
23845294655, 5
23843599815, 0
23817503626, 0
23198178224, 8
23775385126, 9
23699226501, 12
23154854673, 13
23673177642, 7
23735005145, 12
23626316162, 4
23721912955, 5
23582458001, 13
23002710094, 32
23326287080, 9
23326281130, 9
22986376403, 1
23317732750, 1
23587341036, 4
23587339576, 15
23607881955, 10
23239971489, 9
23312187050, 24
22971244164, 5
23231526119, 4
23573368126, 1
22968152083, 2
23299521870, 4
23564421306, 4
23294744980, 4
23294743270, 1
23481895082, 1
